Year,State,Total_Sen_Votes,Dem_Sen_Votes,Rep_Sen_Votes
2010,AL,1485499.0,515619.0,968181.0
2010,AR,779957.0,288156.0,451618.0
2010,AZ,1708484.0,592011.0,1005615.0
2010,CA,10000160.0,5218441.0,4217366.0
2010,CO,1772286.0,851590.0,822731.0
2010,CT,1153115.0,605204.0,498341.0
2010,DE,307402.0,174012.0,123053.0
2010,FL,5411106.0,1092936.0,2645743.0
2010,GA,2555258.0,996516.0,1489904.0
2010,HI,370583.0,277228.0,79939.0
2010,IA,1116063.0,371686.0,718215.0
2010,ID,449530.0,112057.0,319953.0
2010,IL,3704473.0,1719478.0,1778698.0
2010,IN,1744481.0,697775.0,952116.0
2010,KS,837692.0,220971.0,587175.0
2010,KY,1356096.0,600052.0,755706.0
2010,LA,1264994.0,476572.0,715415.0
2010,MA,3102995.0,1971974.0,926044.0
2010,MD,1833858.0,1140615.0,655666.0
2010,ME,724430.0,279510.0,444300.0
2010,MI,4848620.0,3038386.0,1641070.0
2010,MN,2887646.0,1212629.0,1212317.0
2010,MO,1943899.0,789736.0,1054160.0
2010,MS,1247026.0,480915.0,766111.0
2010,MT,477658.0,348289.0,129369.0
2010,NC,2660079.0,1145074.0,1458046.0
2010,ND,238534.0,52955.0,181689.0
2010,NE,792511.0,317456.0,455854.0
2010,NH,454710.0,167545.0,273218.0
2010,NJ,3482445.0,1951218.0,1461025.0
2010,NM,823650.0,505128.0,318522.0
2010,NV,721404.0,362785.0,321361.0
2010,NY,4757635.0,2837684.0,1338308.0
2010,NY,4763899.0,3047880.0,1239605.0
2010,OH,3815098.0,1503297.0,2168742.0
2010,OK,1017151.0,265814.0,718482.0
2010,OR,1442588.0,825507.0,566199.0
2010,PA,3977661.0,1948716.0,2028945.0
2010,RI,438812.0,320644.0,116174.0
2010,SC,1318794.0,364598.0,810771.0
2010,SD,227947.0,237889.0,227947.0
2010,TN,2424585.0,767236.0,1579477.0
2010,TX,7912075.0,3389365.0,4337469.0
2010,UT,585230.0,191732.0,360403.0
2010,VA,3643294.0,2369327.0,1228830.0
2010,VT,235178.0,151281.0,72699.0
2010,WA,2511094.0,1314930.0,1196164.0
2010,WI,2171331.0,1020958.0,1126133.0
2010,WV,529948.0,283358.0,230013.0
2010,WY,250007.0,60631.0,189046.0
2011,AK,255503.0,60045.0,90839.0
2011,AL,1485499.0,515619.0,968181.0
2011,AR,779957.0,288156.0,451618.0
2011,AZ,1708484.0,592011.0,1005615.0
2011,CA,10000160.0,5218441.0,4217366.0
2011,CO,1772286.0,851590.0,822731.0
2011,CT,1153115.0,605204.0,498341.0
2011,DE,307402.0,174012.0,123053.0
2011,FL,5411106.0,1092936.0,2645743.0
2011,GA,2555258.0,996516.0,1489904.0
2011,HI,370583.0,277228.0,79939.0
2011,IA,1116063.0,371686.0,718215.0
2011,ID,449530.0,112057.0,319953.0
2011,IL,3704473.0,1719478.0,1778698.0
2011,IN,1744481.0,697775.0,952116.0
2011,KS,837692.0,220971.0,587175.0
2011,KY,1356096.0,600052.0,755706.0
2011,LA,1264994.0,476572.0,715415.0
2011,MA,3102995.0,1971974.0,926044.0
2011,MD,1833858.0,1140615.0,655666.0
2011,ME,724430.0,279510.0,444300.0
2011,MI,4848620.0,3038386.0,1641070.0
2011,MN,2887646.0,1212629.0,1212317.0
2011,MO,1943899.0,789736.0,1054160.0
2011,MS,1247026.0,480915.0,766111.0
2011,MT,477658.0,348289.0,129369.0
2011,NC,2660079.0,1145074.0,1458046.0
2011,ND,238534.0,52955.0,181689.0
2011,NE,792511.0,317456.0,455854.0
2011,NH,454710.0,167545.0,273218.0
2011,NJ,3482445.0,1951218.0,1461025.0
2011,NM,823650.0,505128.0,318522.0
2011,NV,721404.0,362785.0,321361.0
2011,NY,4763899.0,3047880.0,1239605.0
2011,OH,3815098.0,1503297.0,2168742.0
2011,OK,1017151.0,265814.0,718482.0
2011,OR,1442588.0,825507.0,566199.0
2011,PA,3977661.0,1948716.0,2028945.0
2011,RI,438812.0,320644.0,116174.0
2011,SC,1318794.0,364598.0,810771.0
2011,SD,227947.0,237889.0,227947.0
2011,TN,2424585.0,767236.0,1579477.0
2011,TX,7912075.0,3389365.0,4337469.0
2011,UT,585230.0,191732.0,360403.0
2011,VA,3643294.0,2369327.0,1228830.0
2011,VT,235178.0,151281.0,72699.0
2011,WA,2511094.0,1314930.0,1196164.0
2011,WI,2171331.0,1020958.0,1126133.0
2011,WV,529948.0,283358.0,230013.0
2011,WY,250007.0,60631.0,189046.0
2012,AK,255503.0,60045.0,90839.0
2012,AL,1485499.0,515619.0,968181.0
2012,AR,779957.0,288156.0,451618.0
2012,AZ,2243422.0,1036542.0,1104457.0
2012,CA,12578511.0,7864624.0,4713887.0
2012,CO,1772286.0,851590.0,822731.0
2012,CT,1511764.0,792983.0,604569.0
2012,DE,399606.0,265415.0,115700.0
2012,FL,8189946.0,4523451.0,3458267.0
2012,GA,2555258.0,996516.0,1489904.0
2012,HI,437159.0,269489.0,160994.0
2012,IA,1116063.0,371686.0,718215.0
2012,ID,449530.0,112057.0,319953.0
2012,IL,3704473.0,1719478.0,1778698.0
2012,IN,2560102.0,1281181.0,1133621.0
2012,KS,837692.0,220971.0,587175.0
2012,KY,1356096.0,600052.0,755706.0
2012,LA,1264994.0,476572.0,715415.0
2012,MA,3184196.0,1696346.0,1458048.0
2012,MD,2633234.0,1474028.0,693291.0
2012,ME,724720.0,92900.0,215399.0
2012,MI,4652918.0,2735826.0,1767386.0
2012,MN,2843207.0,1854595.0,867974.0
2012,MO,2725793.0,1494125.0,1066159.0
2012,MS,1241568.0,503467.0,709626.0
2012,MT,486066.0,236123.0,218051.0
2012,NC,2660079.0,1145074.0,1458046.0
2012,ND,321144.0,161337.0,158401.0
2012,NE,788572.0,332979.0,455593.0
2012,NH,454710.0,167545.0,273218.0
2012,NJ,3376649.0,1987680.0,1329534.0
2012,NM,775793.0,395717.0,351260.0
2012,NV,997805.0,446080.0,457656.0
2012,NY,7116628.0,4420043.0,1514647.0
2012,OH,5449018.0,2762690.0,2435712.0
2012,OK,1017151.0,265814.0,718482.0
2012,OR,1442588.0,825507.0,566199.0
2012,PA,5627422.0,3021364.0,2509132.0
2012,RI,418189.0,271034.0,146222.0
2012,SC,1318794.0,364598.0,810771.0
2012,SD,227947.0,237889.0,227947.0
2012,TN,2321477.0,705882.0,1506443.0
2012,TX,7864822.0,3194927.0,4440137.0
2012,UT,1006901.0,301873.0,657608.0
2012,VA,3802196.0,2010067.0,1785542.0
2012,VT,292762.0,151281.0,72898.0
2012,WA,3069417.0,1855493.0,1213924.0
2012,WI,3009411.0,1547104.0,1380126.0
2012,WV,660202.0,399898.0,240787.0
2012,WY,250700.0,53019.0,185250.0
2013,AK,255503.0,60045.0,90839.0
2013,AL,1485499.0,515619.0,968181.0
2013,AR,779957.0,288156.0,451618.0
2013,AZ,2243422.0,1036542.0,1104457.0
2013,CA,12578511.0,7864624.0,4713887.0
2013,CO,1772286.0,851590.0,822731.0
2013,CT,1511764.0,792983.0,604569.0
2013,DE,399606.0,265415.0,115700.0
2013,FL,8189946.0,4523451.0,3458267.0
2013,GA,2555258.0,996516.0,1489904.0
2013,HI,437159.0,269489.0,160994.0
2013,IA,1116063.0,371686.0,718215.0
2013,ID,449530.0,112057.0,319953.0
2013,IL,3704473.0,1719478.0,1778698.0
2013,IN,2560102.0,1281181.0,1133621.0
2013,KS,837692.0,220971.0,587175.0
2013,KY,1356096.0,600052.0,755706.0
2013,LA,1264994.0,476572.0,715415.0
2013,MA,3184196.0,1696346.0,1458048.0
2013,MD,2633234.0,1474028.0,693291.0
2013,ME,724720.0,92900.0,215399.0
2013,MI,4652918.0,2735826.0,1767386.0
2013,MN,2843207.0,1854595.0,867974.0
2013,MO,2725793.0,1494125.0,1066159.0
2013,MS,1241568.0,503467.0,709626.0
2013,MT,486066.0,236123.0,218051.0
2013,NC,2660079.0,1145074.0,1458046.0
2013,ND,321144.0,161337.0,158401.0
2013,NE,788572.0,332979.0,455593.0
2013,NH,454710.0,167545.0,273218.0
2013,NJ,3376649.0,1987680.0,1329534.0
2013,NM,775793.0,395717.0,351260.0
2013,NV,997805.0,446080.0,457656.0
2013,NY,7116628.0,4420043.0,1514647.0
2013,OH,5449018.0,2762690.0,2435712.0
2013,OK,1017151.0,265814.0,718482.0
2013,OR,1442588.0,825507.0,566199.0
2013,PA,5627422.0,3021364.0,2509132.0
2013,RI,418189.0,271034.0,146222.0
2013,SC,1318794.0,364598.0,810771.0
2013,SD,227947.0,237889.0,227947.0
2013,TN,2321477.0,705882.0,1506443.0
2013,TX,7864822.0,3194927.0,4440137.0
2013,UT,1006901.0,301873.0,657608.0
2013,VA,3802196.0,2010067.0,1785542.0
2013,VT,292762.0,151281.0,72898.0
2013,WA,3069417.0,1855493.0,1213924.0
2013,WI,3009411.0,1547104.0,1380126.0
2013,WV,660202.0,399898.0,240787.0
2013,WY,250700.0,53019.0,185250.0
2014,AK,282400.0,129431.0,135445.0
2014,AL,818090.0,515619.0,795606.0
2014,AR,847505.0,334174.0,478819.0
2014,AZ,2243422.0,1036542.0,1104457.0
2014,CA,12578511.0,7864624.0,4713887.0
2014,CO,2041058.0,944203.0,983891.0
2014,CT,1511764.0,792983.0,604569.0
2014,DE,234038.0,130655.0,98823.0
2014,FL,8189946.0,4523451.0,3458267.0
2014,GA,2567805.0,1160811.0,1358088.0
2014,HI,369703.0,246827.0,98006.0
2014,IA,1129700.0,494370.0,588575.0
2014,ID,437170.0,151574.0,285596.0
2014,IL,3603519.0,1929637.0,1538522.0
2014,IN,2560102.0,1281181.0,1133621.0
2014,KS,866191.0,220971.0,460350.0
2014,KY,1435868.0,584698.0,806787.0
2014,LA,3523183.0,1581041.0,1929108.0
2014,MA,2186789.0,1289944.0,791950.0
2014,MD,2633234.0,1474028.0,693291.0
2014,ME,616996.0,190254.0,413505.0
2014,MI,3121771.0,1704936.0,1290199.0
2014,MN,1981528.0,1053205.0,850227.0
2014,MO,2725793.0,1494125.0,1066159.0
2014,MS,631858.0,239439.0,378481.0
2014,MT,369826.0,148184.0,213709.0
2014,NC,2915281.0,1377651.0,1423259.0
2014,ND,321144.0,161337.0,158401.0
2014,NE,540337.0,170127.0,347636.0
2014,NH,488159.0,251184.0,235347.0
2014,NJ,1869535.0,1043866.0,791297.0
2014,NM,515506.0,286409.0,229097.0
2014,NV,997805.0,446080.0,457656.0
2014,NY,7116628.0,4420043.0,1514647.0
2014,OH,5449018.0,2762690.0,2435712.0
2014,OK,820733.0,234307.0,558166.0
2014,OK,820890.0,237923.0,557002.0
2014,OR,1461618.0,814537.0,538847.0
2014,PA,5627422.0,3021364.0,2509132.0
2014,RI,316898.0,223675.0,92684.0
2014,SC,1238982.0,459583.0,757215.0
2014,SC,1240075.0,456726.0,672941.0
2014,SD,279412.0,82456.0,140741.0
2014,TN,1374065.0,437848.0,850087.0
2014,TX,4648358.0,1597387.0,2861531.0
2014,UT,1006901.0,301873.0,657608.0
2014,VA,2184473.0,1073667.0,1055940.0
2014,VT,292762.0,151281.0,72898.0
2014,WA,3069417.0,1855493.0,1213924.0
2014,WI,3009411.0,1547104.0,1380126.0
2014,WV,453689.0,156360.0,281820.0
2014,WY,171153.0,29377.0,121554.0
2015,AK,282400.0,129431.0,135445.0
2015,AL,818090.0,515619.0,795606.0
2015,AR,847505.0,334174.0,478819.0
2015,AZ,2243422.0,1036542.0,1104457.0
2015,CA,12578511.0,7864624.0,4713887.0
2015,CO,2041058.0,944203.0,983891.0
2015,CT,1511764.0,792983.0,604569.0
2015,DE,234038.0,130655.0,98823.0
2015,FL,8189946.0,4523451.0,3458267.0
2015,GA,2567805.0,1160811.0,1358088.0
2015,HI,369703.0,246827.0,98006.0
2015,IA,1129700.0,494370.0,588575.0
2015,ID,437170.0,151574.0,285596.0
2015,IL,3603519.0,1929637.0,1538522.0
2015,IN,2560102.0,1281181.0,1133621.0
2015,KS,866191.0,220971.0,460350.0
2015,KY,1435868.0,584698.0,806787.0
2015,LA,3523183.0,1581041.0,1929108.0
2015,MA,2186789.0,1289944.0,791950.0
2015,MD,2633234.0,1474028.0,693291.0
2015,ME,616996.0,190254.0,413505.0
2015,MI,3121771.0,1704936.0,1290199.0
2015,MN,1981528.0,1053205.0,850227.0
2015,MO,2725793.0,1494125.0,1066159.0
2015,MS,631858.0,239439.0,378481.0
2015,MT,369826.0,148184.0,213709.0
2015,NC,2915281.0,1377651.0,1423259.0
2015,ND,321144.0,161337.0,158401.0
2015,NE,540337.0,170127.0,347636.0
2015,NH,488159.0,251184.0,235347.0
2015,NJ,1869535.0,1043866.0,791297.0
2015,NM,515506.0,286409.0,229097.0
2015,NV,997805.0,446080.0,457656.0
2015,NY,7116628.0,4420043.0,1514647.0
2015,OH,5449018.0,2762690.0,2435712.0
2015,OK,820890.0,237923.0,557002.0
2015,OR,1461618.0,814537.0,538847.0
2015,PA,5627422.0,3021364.0,2509132.0
2015,RI,316898.0,223675.0,92684.0
2015,SC,1240075.0,456726.0,672941.0
2015,SD,279412.0,82456.0,140741.0
2015,TN,1374065.0,437848.0,850087.0
2015,TX,4648358.0,1597387.0,2861531.0
2015,UT,1006901.0,301873.0,657608.0
2015,VA,2184473.0,1073667.0,1055940.0
2015,VT,292762.0,151281.0,72898.0
2015,WA,3069417.0,1855493.0,1213924.0
2015,WI,3009411.0,1547104.0,1380126.0
2015,WV,453689.0,156360.0,281820.0
2015,WY,171153.0,29377.0,121554.0
2016,AK,311441.0,36200.0,138149.0
2016,AL,2087444.0,748709.0,1335104.0
2016,AR,1107522.0,400602.0,661984.0
2016,AZ,2530730.0,1031245.0,1359761.0
2016,CA,12244170.0,12244170.0,4713887.0
2016,CO,2743023.0,1370710.0,1215318.0
2016,CT,1596276.0,920766.0,552621.0
2016,DE,234038.0,130655.0,98823.0
2016,FL,9301820.0,4122088.0,4835191.0
2016,GA,3898605.0,1599726.0,2135806.0
2016,HI,437664.0,306604.0,92653.0
2016,IA,1541036.0,549460.0,926007.0
2016,ID,678943.0,188249.0,449017.0
2016,IL,5491878.0,3012940.0,2184692.0
2016,IN,2732546.0,1158947.0,1423991.0
2016,KS,1177922.0,379740.0,732376.0
2016,KY,1903465.0,813246.0,1090177.0
2016,LA,1997218.0,705271.0,1239489.0
2016,MA,2186789.0,1289944.0,791950.0
2016,MD,2726170.0,1659907.0,972557.0
2016,ME,616996.0,190254.0,413505.0
2016,MI,3121771.0,1704936.0,1290199.0
2016,MN,1981528.0,1053205.0,850227.0
2016,MO,2802637.0,1300200.0,1378458.0
2016,MS,631858.0,239439.0,378481.0
2016,MT,369826.0,148184.0,213709.0
2016,NC,4691133.0,2128165.0,2395376.0
2016,ND,342501.0,58116.0,268788.0
2016,NE,540337.0,170127.0,347636.0
2016,NH,739140.0,354649.0,353632.0
2016,NJ,1869535.0,1043866.0,791297.0
2016,NM,515506.0,286409.0,229097.0
2016,NV,1108294.0,521994.0,495079.0
2016,NY,7800725.0,4784220.0,1723927.0
2016,OH,5374164.0,1996908.0,3118567.0
2016,OK,1448047.0,355911.0,980892.0
2016,OR,1952478.0,1105119.0,651106.0
2016,PA,6051856.0,2865012.0,2951702.0
2016,RI,316898.0,223675.0,92684.0
2016,SC,2049893.0,704540.0,1241609.0
2016,SD,369656.0,104140.0,265516.0
2016,TN,1374065.0,437848.0,850087.0
2016,TX,4648358.0,1597387.0,2861531.0
2016,UT,1115583.0,301858.0,760220.0
2016,VA,2184473.0,1073667.0,1055940.0
2016,VT,320467.0,192243.0,103637.0
2016,WA,3243317.0,1913979.0,1329338.0
2016,WI,2948741.0,1380335.0,1479471.0
2016,WV,453689.0,156360.0,281820.0
2016,WY,171153.0,29377.0,121554.0
2017,AK,311441.0,36200.0,138149.0
2017,AL,2087444.0,748709.0,1335104.0
2017,AR,1107522.0,400602.0,661984.0
2017,AZ,2530730.0,1031245.0,1359761.0
2017,CA,12244170.0,12244170.0,4713887.0
2017,CO,2743023.0,1370710.0,1215318.0
2017,CT,1596276.0,920766.0,552621.0
2017,DE,234038.0,130655.0,98823.0
2017,FL,9301820.0,4122088.0,4835191.0
2017,GA,3898605.0,1599726.0,2135806.0
2017,HI,437664.0,306604.0,92653.0
2017,IA,1541036.0,549460.0,926007.0
2017,ID,678943.0,188249.0,449017.0
2017,IL,5491878.0,3012940.0,2184692.0
2017,IN,2732546.0,1158947.0,1423991.0
2017,KS,1177922.0,379740.0,732376.0
2017,KY,1903465.0,813246.0,1090177.0
2017,LA,1997218.0,705271.0,1239489.0
2017,MA,2186789.0,1289944.0,791950.0
2017,MD,2726170.0,1659907.0,972557.0
2017,ME,616996.0,190254.0,413505.0
2017,MI,3121771.0,1704936.0,1290199.0
2017,MN,1981528.0,1053205.0,850227.0
2017,MO,2802637.0,1300200.0,1378458.0
2017,MS,631858.0,239439.0,378481.0
2017,MT,369826.0,148184.0,213709.0
2017,NC,4691133.0,2128165.0,2395376.0
2017,ND,342501.0,58116.0,268788.0
2017,NE,540337.0,170127.0,347636.0
2017,NH,739140.0,354649.0,353632.0
2017,NJ,1869535.0,1043866.0,791297.0
2017,NM,515506.0,286409.0,229097.0
2017,NV,1108294.0,521994.0,495079.0
2017,NY,7800725.0,4784220.0,1723927.0
2017,OH,5374164.0,1996908.0,3118567.0
2017,OK,1448047.0,355911.0,980892.0
2017,OR,1952478.0,1105119.0,651106.0
2017,PA,6051856.0,2865012.0,2951702.0
2017,RI,316898.0,223675.0,92684.0
2017,SC,2049893.0,704540.0,1241609.0
2017,SD,369656.0,104140.0,265516.0
2017,TN,1374065.0,437848.0,850087.0
2017,TX,4648358.0,1597387.0,2861531.0
2017,UT,1115583.0,301858.0,760220.0
2017,VA,2184473.0,1073667.0,1055940.0
2017,VT,320467.0,192243.0,103637.0
2017,WA,3243317.0,1913979.0,1329338.0
2017,WI,2948741.0,1380335.0,1479471.0
2017,WV,453689.0,156360.0,281820.0
2017,WY,171153.0,29377.0,121554.0
2018,AK,311441.0,36200.0,138149.0
2018,AL,2087444.0,748709.0,1335104.0
2018,AR,1107522.0,400602.0,661984.0
2018,AZ,2384308.0,1191100.0,1135200.0
2018,CA,11113364.0,11113364.0,4713887.0
2018,CO,2743023.0,1370710.0,1215318.0
2018,CT,1386840.0,787685.0,545717.0
2018,DE,362592.0,217385.0,137127.0
2018,FL,8190005.0,4089472.0,4099505.0
2018,GA,3898605.0,1599726.0,2135806.0
2018,HI,388351.0,276316.0,112035.0
2018,IA,1541036.0,549460.0,926007.0
2018,ID,678943.0,188249.0,449017.0
2018,IL,5491878.0,3012940.0,2184692.0
2018,IN,2282565.0,1023553.0,1158000.0
2018,KS,1177922.0,379740.0,732376.0
2018,KY,1903465.0,813246.0,1090177.0
2018,LA,1997218.0,705271.0,1239489.0
2018,MA,2707090.0,1633371.0,979210.0
2018,MD,2299889.0,1491614.0,697017.0
2018,ME,634409.0,66268.0,223502.0
2018,MI,4237271.0,2214478.0,1938818.0
2018,MN,2587356.0,1370540.0,1095777.0
2018,MN,2596879.0,1566174.0,940437.0
2018,MO,2442289.0,1112935.0,1254927.0
2018,MS,907588.0,420819.0,486769.0
2018,MS,936215.0,369567.0,547619.0
2018,MT,504384.0,253876.0,235963.0
2018,NC,4691133.0,2128165.0,2395376.0
2018,ND,326138.0,144376.0,179720.0
2018,NE,698883.0,269917.0,403151.0
2018,NH,739140.0,354649.0,353632.0
2018,NJ,3169310.0,1711654.0,1357355.0
2018,NM,697012.0,376998.0,212813.0
2018,NV,972132.0,490071.0,441202.0
2018,NY,6055151.0,3755489.0,1730439.0
2018,OH,4410898.0,2355923.0,2053963.0
2018,OK,1448047.0,355911.0,980892.0
2018,OR,1952478.0,1105119.0,651106.0
2018,PA,4994643.0,2777680.0,2134848.0
2018,RI,376738.0,231477.0,144421.0
2018,SC,2049893.0,704540.0,1241609.0
2018,SD,369656.0,104140.0,265516.0
2018,TN,2243740.0,985450.0,1227483.0
2018,TX,8371655.0,4045632.0,4260553.0
2018,UT,1062845.0,328541.0,665215.0
2018,VA,3351373.0,1910370.0,1374313.0
2018,VT,272624.0,192243.0,74663.0
2018,WA,3086168.0,1803364.0,1282804.0
2018,WI,2657841.0,1472914.0,1184885.0
2018,WV,582911.0,288808.0,269872.0
2018,WY,203420.0,61227.0,136210.0
2019,AK,311441.0,36200.0,138149.0
2019,AL,2087444.0,748709.0,1335104.0
2019,AR,1107522.0,400602.0,661984.0
2019,AZ,2384308.0,1191100.0,1135200.0
2019,CA,11113364.0,11113364.0,4713887.0
2019,CO,2743023.0,1370710.0,1215318.0
2019,CT,1386840.0,787685.0,545717.0
2019,DE,362592.0,217385.0,137127.0
2019,FL,8190005.0,4089472.0,4099505.0
2019,GA,3898605.0,1599726.0,2135806.0
2019,HI,388351.0,276316.0,112035.0
2019,IA,1541036.0,549460.0,926007.0
2019,ID,678943.0,188249.0,449017.0
2019,IL,5491878.0,3012940.0,2184692.0
2019,IN,2282565.0,1023553.0,1158000.0
2019,KS,1177922.0,379740.0,732376.0
2019,KY,1903465.0,813246.0,1090177.0
2019,LA,1997218.0,705271.0,1239489.0
2019,MA,2707090.0,1633371.0,979210.0
2019,MD,2299889.0,1491614.0,697017.0
2019,ME,634409.0,66268.0,223502.0
2019,MI,4237271.0,2214478.0,1938818.0
2019,MN,2596879.0,1566174.0,940437.0
2019,MO,2442289.0,1112935.0,1254927.0
2019,MS,936215.0,369567.0,547619.0
2019,MT,504384.0,253876.0,235963.0
2019,NC,4691133.0,2128165.0,2395376.0
2019,ND,326138.0,144376.0,179720.0
2019,NE,698883.0,269917.0,403151.0
2019,NH,739140.0,354649.0,353632.0
2019,NJ,3169310.0,1711654.0,1357355.0
2019,NM,697012.0,376998.0,212813.0
2019,NV,972132.0,490071.0,441202.0
2019,NY,6055151.0,3755489.0,1730439.0
2019,OH,4410898.0,2355923.0,2053963.0
2019,OK,1448047.0,355911.0,980892.0
2019,OR,1952478.0,1105119.0,651106.0
2019,PA,4994643.0,2777680.0,2134848.0
2019,RI,376738.0,231477.0,144421.0
2019,SC,2049893.0,704540.0,1241609.0
2019,SD,369656.0,104140.0,265516.0
2019,TN,2243740.0,985450.0,1227483.0
2019,TX,8371655.0,4045632.0,4260553.0
2019,UT,1062845.0,328541.0,665215.0
2019,VA,3351373.0,1910370.0,1374313.0
2019,VT,272624.0,192243.0,74663.0
2019,WA,3086168.0,1803364.0,1282804.0
2019,WI,2657841.0,1472914.0,1184885.0
2019,WV,582911.0,288808.0,269872.0
2019,WY,203420.0,61227.0,136210.0
