Year,State,Total_Pres_Votes,Dem_Pres_Votes,Rep_Pres_Votes
2010,AK,326197.0,123594.0,193841.0
2010,AL,2099819.0,813479.0,1266546.0
2010,AR,1086617.0,422310.0,638017.0
2010,AZ,2293475.0,1034707.0,1230111.0
2010,CA,13561900.0,8274473.0,5011781.0
2010,CO,2401361.0,1288576.0,1073589.0
2010,CT,1646792.0,997772.0,629428.0
2010,DE,412412.0,255459.0,152374.0
2010,FL,8390744.0,4282074.0,4045624.0
2010,GA,3924486.0,1844123.0,2048759.0
2010,HI,456064.0,325871.0,120566.0
2010,IA,1537123.0,828940.0,682379.0
2010,ID,655122.0,236440.0,403012.0
2010,IL,5522371.0,3419348.0,2031179.0
2010,IN,2751054.0,1374039.0,1345648.0
2010,KS,1235872.0,514765.0,699655.0
2010,KY,1826620.0,751985.0,1048462.0
2010,LA,1960761.0,782989.0,1148275.0
2010,MA,3102995.0,1904097.0,1108854.0
2010,MD,2631596.0,1629467.0,959862.0
2010,ME,731163.0,421923.0,295273.0
2010,MI,5001596.0,2872579.0,2048639.0
2010,MN,2910369.0,1573354.0,1275409.0
2010,MO,2925205.0,1441911.0,1445814.0
2010,MS,1289865.0,554662.0,724597.0
2010,MT,490109.0,231667.0,242763.0
2010,NC,4310851.0,2142651.0,2128474.0
2010,ND,316621.0,141278.0,168601.0
2010,NE,801281.0,333319.0,452979.0
2010,NH,710970.0,384826.0,316534.0
2010,NJ,3868237.0,2215422.0,1613207.0
2010,NM,830158.0,472422.0,346832.0
2010,NV,967848.0,533736.0,412827.0
2010,NY,7722019.0,4645332.0,2418323.0
2010,OH,5708350.0,2940044.0,2677820.0
2010,OK,1462661.0,502496.0,960165.0
2010,OR,1827864.0,1037291.0,738475.0
2010,PA,6013272.0,3276363.0,2655885.0
2010,RI,471766.0,296571.0,165391.0
2010,SC,1920969.0,862449.0,1034896.0
2010,SD,381975.0,170924.0,203054.0
2010,TN,2599749.0,1087437.0,1479178.0
2010,TX,8077795.0,3528633.0,4479328.0
2010,UT,952370.0,327670.0,596030.0
2010,VA,3723260.0,1959532.0,1725005.0
2010,VT,325046.0,219262.0,98974.0
2010,WA,3036878.0,1750848.0,1229216.0
2010,WI,2983417.0,1677211.0,1262393.0
2010,WV,713451.0,303857.0,397466.0
2010,WY,254904.0,82868.0,164958.0
2011,AK,326197.0,123594.0,193841.0
2011,AL,2099819.0,813479.0,1266546.0
2011,AR,1086617.0,422310.0,638017.0
2011,AZ,2293475.0,1034707.0,1230111.0
2011,CA,13561900.0,8274473.0,5011781.0
2011,CO,2401361.0,1288576.0,1073589.0
2011,CT,1646792.0,997772.0,629428.0
2011,DE,412412.0,255459.0,152374.0
2011,FL,8390744.0,4282074.0,4045624.0
2011,GA,3924486.0,1844123.0,2048759.0
2011,HI,456064.0,325871.0,120566.0
2011,IA,1537123.0,828940.0,682379.0
2011,ID,655122.0,236440.0,403012.0
2011,IL,5522371.0,3419348.0,2031179.0
2011,IN,2751054.0,1374039.0,1345648.0
2011,KS,1235872.0,514765.0,699655.0
2011,KY,1826620.0,751985.0,1048462.0
2011,LA,1960761.0,782989.0,1148275.0
2011,MA,3102995.0,1904097.0,1108854.0
2011,MD,2631596.0,1629467.0,959862.0
2011,ME,731163.0,421923.0,295273.0
2011,MI,5001596.0,2872579.0,2048639.0
2011,MN,2910369.0,1573354.0,1275409.0
2011,MO,2925205.0,1441911.0,1445814.0
2011,MS,1289865.0,554662.0,724597.0
2011,MT,490109.0,231667.0,242763.0
2011,NC,4310851.0,2142651.0,2128474.0
2011,ND,316621.0,141278.0,168601.0
2011,NE,801281.0,333319.0,452979.0
2011,NH,710970.0,384826.0,316534.0
2011,NJ,3868237.0,2215422.0,1613207.0
2011,NM,830158.0,472422.0,346832.0
2011,NV,967848.0,533736.0,412827.0
2011,NY,7722019.0,4645332.0,2418323.0
2011,OH,5708350.0,2940044.0,2677820.0
2011,OK,1462661.0,502496.0,960165.0
2011,OR,1827864.0,1037291.0,738475.0
2011,PA,6013272.0,3276363.0,2655885.0
2011,RI,471766.0,296571.0,165391.0
2011,SC,1920969.0,862449.0,1034896.0
2011,SD,381975.0,170924.0,203054.0
2011,TN,2599749.0,1087437.0,1479178.0
2011,TX,8077795.0,3528633.0,4479328.0
2011,UT,952370.0,327670.0,596030.0
2011,VA,3723260.0,1959532.0,1725005.0
2011,VT,325046.0,219262.0,98974.0
2011,WA,3036878.0,1750848.0,1229216.0
2011,WI,2983417.0,1677211.0,1262393.0
2011,WV,713451.0,303857.0,397466.0
2011,WY,254904.0,82868.0,164958.0
2012,AK,300495.0,122640.0,164676.0
2012,AL,2074338.0,795696.0,1255925.0
2012,AR,1069468.0,394409.0,647744.0
2012,AZ,2299254.0,1025232.0,1233654.0
2012,CA,13038547.0,7854285.0,4839958.0
2012,CO,2569516.0,1323101.0,1185243.0
2012,CT,1558204.0,905083.0,634892.0
2012,DE,413890.0,242584.0,165484.0
2012,FL,8474179.0,4237756.0,4163447.0
2012,GA,3897839.0,1773827.0,2078688.0
2012,HI,437159.0,306658.0,121015.0
2012,IA,1582180.0,822544.0,730617.0
2012,ID,652274.0,212787.0,420911.0
2012,IL,5242014.0,3019512.0,2135216.0
2012,IN,2624534.0,1152887.0,1420543.0
2012,KS,1159971.0,440726.0,692634.0
2012,KY,1797212.0,679370.0,1087190.0
2012,LA,1994065.0,809141.0,1152262.0
2012,MA,3184196.0,1921290.0,1188314.0
2012,MD,2707327.0,1677844.0,971869.0
2012,ME,724758.0,401306.0,292276.0
2012,MI,4730961.0,2564569.0,2115256.0
2012,MN,2936561.0,1546167.0,1320225.0
2012,MO,2757323.0,1223796.0,1482440.0
2012,MS,1285584.0,562949.0,710746.0
2012,MT,484048.0,201839.0,267928.0
2012,NC,4505372.0,2178391.0,2270395.0
2012,ND,322932.0,124966.0,188320.0
2012,NE,794379.0,302081.0,475064.0
2012,NH,710972.0,369561.0,329918.0
2012,NJ,3638499.0,2122786.0,1478088.0
2012,NM,783758.0,415335.0,335788.0
2012,NV,1014918.0,531373.0,463567.0
2012,NY,7116784.0,4324228.0,2223397.0
2012,OH,5580822.0,2827621.0,2661407.0
2012,OK,1334872.0,443547.0,891325.0
2012,OR,1789270.0,970488.0,754175.0
2012,PA,5742040.0,2990274.0,2680434.0
2012,RI,446049.0,279677.0,157204.0
2012,SC,1964118.0,865941.0,1071645.0
2012,SD,363815.0,145039.0,210610.0
2012,TN,2458577.0,960709.0,1462330.0
2012,TX,7993851.0,3308124.0,4569843.0
2012,UT,1017440.0,251813.0,740600.0
2012,VA,3854489.0,1971820.0,1822522.0
2012,VT,299290.0,199239.0,92698.0
2012,WA,3125516.0,1755396.0,1290670.0
2012,WI,3071434.0,1620985.0,1410966.0
2012,WV,670438.0,238269.0,417655.0
2012,WY,250701.0,69286.0,170962.0
2013,AK,300495.0,122640.0,164676.0
2013,AL,2074338.0,795696.0,1255925.0
2013,AR,1069468.0,394409.0,647744.0
2013,AZ,2299254.0,1025232.0,1233654.0
2013,CA,13038547.0,7854285.0,4839958.0
2013,CO,2569516.0,1323101.0,1185243.0
2013,CT,1558204.0,905083.0,634892.0
2013,DE,413890.0,242584.0,165484.0
2013,FL,8474179.0,4237756.0,4163447.0
2013,GA,3897839.0,1773827.0,2078688.0
2013,HI,437159.0,306658.0,121015.0
2013,IA,1582180.0,822544.0,730617.0
2013,ID,652274.0,212787.0,420911.0
2013,IL,5242014.0,3019512.0,2135216.0
2013,IN,2624534.0,1152887.0,1420543.0
2013,KS,1159971.0,440726.0,692634.0
2013,KY,1797212.0,679370.0,1087190.0
2013,LA,1994065.0,809141.0,1152262.0
2013,MA,3184196.0,1921290.0,1188314.0
2013,MD,2707327.0,1677844.0,971869.0
2013,ME,724758.0,401306.0,292276.0
2013,MI,4730961.0,2564569.0,2115256.0
2013,MN,2936561.0,1546167.0,1320225.0
2013,MO,2757323.0,1223796.0,1482440.0
2013,MS,1285584.0,562949.0,710746.0
2013,MT,484048.0,201839.0,267928.0
2013,NC,4505372.0,2178391.0,2270395.0
2013,ND,322932.0,124966.0,188320.0
2013,NE,794379.0,302081.0,475064.0
2013,NH,710972.0,369561.0,329918.0
2013,NJ,3638499.0,2122786.0,1478088.0
2013,NM,783758.0,415335.0,335788.0
2013,NV,1014918.0,531373.0,463567.0
2013,NY,7116784.0,4324228.0,2223397.0
2013,OH,5580822.0,2827621.0,2661407.0
2013,OK,1334872.0,443547.0,891325.0
2013,OR,1789270.0,970488.0,754175.0
2013,PA,5742040.0,2990274.0,2680434.0
2013,RI,446049.0,279677.0,157204.0
2013,SC,1964118.0,865941.0,1071645.0
2013,SD,363815.0,145039.0,210610.0
2013,TN,2458577.0,960709.0,1462330.0
2013,TX,7993851.0,3308124.0,4569843.0
2013,UT,1017440.0,251813.0,740600.0
2013,VA,3854489.0,1971820.0,1822522.0
2013,VT,299290.0,199239.0,92698.0
2013,WA,3125516.0,1755396.0,1290670.0
2013,WI,3071434.0,1620985.0,1410966.0
2013,WV,670438.0,238269.0,417655.0
2013,WY,250701.0,69286.0,170962.0
2014,AK,300495.0,122640.0,164676.0
2014,AL,2074338.0,795696.0,1255925.0
2014,AR,1069468.0,394409.0,647744.0
2014,AZ,2299254.0,1025232.0,1233654.0
2014,CA,13038547.0,7854285.0,4839958.0
2014,CO,2569516.0,1323101.0,1185243.0
2014,CT,1558204.0,905083.0,634892.0
2014,DE,413890.0,242584.0,165484.0
2014,FL,8474179.0,4237756.0,4163447.0
2014,GA,3897839.0,1773827.0,2078688.0
2014,HI,437159.0,306658.0,121015.0
2014,IA,1582180.0,822544.0,730617.0
2014,ID,652274.0,212787.0,420911.0
2014,IL,5242014.0,3019512.0,2135216.0
2014,IN,2624534.0,1152887.0,1420543.0
2014,KS,1159971.0,440726.0,692634.0
2014,KY,1797212.0,679370.0,1087190.0
2014,LA,1994065.0,809141.0,1152262.0
2014,MA,3184196.0,1921290.0,1188314.0
2014,MD,2707327.0,1677844.0,971869.0
2014,ME,724758.0,401306.0,292276.0
2014,MI,4730961.0,2564569.0,2115256.0
2014,MN,2936561.0,1546167.0,1320225.0
2014,MO,2757323.0,1223796.0,1482440.0
2014,MS,1285584.0,562949.0,710746.0
2014,MT,484048.0,201839.0,267928.0
2014,NC,4505372.0,2178391.0,2270395.0
2014,ND,322932.0,124966.0,188320.0
2014,NE,794379.0,302081.0,475064.0
2014,NH,710972.0,369561.0,329918.0
2014,NJ,3638499.0,2122786.0,1478088.0
2014,NM,783758.0,415335.0,335788.0
2014,NV,1014918.0,531373.0,463567.0
2014,NY,7116784.0,4324228.0,2223397.0
2014,OH,5580822.0,2827621.0,2661407.0
2014,OK,1334872.0,443547.0,891325.0
2014,OR,1789270.0,970488.0,754175.0
2014,PA,5742040.0,2990274.0,2680434.0
2014,RI,446049.0,279677.0,157204.0
2014,SC,1964118.0,865941.0,1071645.0
2014,SD,363815.0,145039.0,210610.0
2014,TN,2458577.0,960709.0,1462330.0
2014,TX,7993851.0,3308124.0,4569843.0
2014,UT,1017440.0,251813.0,740600.0
2014,VA,3854489.0,1971820.0,1822522.0
2014,VT,299290.0,199239.0,92698.0
2014,WA,3125516.0,1755396.0,1290670.0
2014,WI,3071434.0,1620985.0,1410966.0
2014,WV,670438.0,238269.0,417655.0
2014,WY,250701.0,69286.0,170962.0
2015,AK,300495.0,122640.0,164676.0
2015,AL,2074338.0,795696.0,1255925.0
2015,AR,1069468.0,394409.0,647744.0
2015,AZ,2299254.0,1025232.0,1233654.0
2015,CA,13038547.0,7854285.0,4839958.0
2015,CO,2569516.0,1323101.0,1185243.0
2015,CT,1558204.0,905083.0,634892.0
2015,DE,413890.0,242584.0,165484.0
2015,FL,8474179.0,4237756.0,4163447.0
2015,GA,3897839.0,1773827.0,2078688.0
2015,HI,437159.0,306658.0,121015.0
2015,IA,1582180.0,822544.0,730617.0
2015,ID,652274.0,212787.0,420911.0
2015,IL,5242014.0,3019512.0,2135216.0
2015,IN,2624534.0,1152887.0,1420543.0
2015,KS,1159971.0,440726.0,692634.0
2015,KY,1797212.0,679370.0,1087190.0
2015,LA,1994065.0,809141.0,1152262.0
2015,MA,3184196.0,1921290.0,1188314.0
2015,MD,2707327.0,1677844.0,971869.0
2015,ME,724758.0,401306.0,292276.0
2015,MI,4730961.0,2564569.0,2115256.0
2015,MN,2936561.0,1546167.0,1320225.0
2015,MO,2757323.0,1223796.0,1482440.0
2015,MS,1285584.0,562949.0,710746.0
2015,MT,484048.0,201839.0,267928.0
2015,NC,4505372.0,2178391.0,2270395.0
2015,ND,322932.0,124966.0,188320.0
2015,NE,794379.0,302081.0,475064.0
2015,NH,710972.0,369561.0,329918.0
2015,NJ,3638499.0,2122786.0,1478088.0
2015,NM,783758.0,415335.0,335788.0
2015,NV,1014918.0,531373.0,463567.0
2015,NY,7116784.0,4324228.0,2223397.0
2015,OH,5580822.0,2827621.0,2661407.0
2015,OK,1334872.0,443547.0,891325.0
2015,OR,1789270.0,970488.0,754175.0
2015,PA,5742040.0,2990274.0,2680434.0
2015,RI,446049.0,279677.0,157204.0
2015,SC,1964118.0,865941.0,1071645.0
2015,SD,363815.0,145039.0,210610.0
2015,TN,2458577.0,960709.0,1462330.0
2015,TX,7993851.0,3308124.0,4569843.0
2015,UT,1017440.0,251813.0,740600.0
2015,VA,3854489.0,1971820.0,1822522.0
2015,VT,299290.0,199239.0,92698.0
2015,WA,3125516.0,1755396.0,1290670.0
2015,WI,3071434.0,1620985.0,1410966.0
2015,WV,670438.0,238269.0,417655.0
2015,WY,250701.0,69286.0,170962.0
2016,AK,318608.0,116454.0,163387.0
2016,AL,2123372.0,729547.0,1318255.0
2016,AR,1130635.0,380494.0,684872.0
2016,AZ,2573165.0,1161209.0,1252401.0
2016,CA,14181595.0,8753788.0,4483810.0
2016,CO,2780220.0,1338870.0,1202484.0
2016,CT,1644920.0,897572.0,673215.0
2016,DE,441590.0,235603.0,185127.0
2016,FL,9420039.0,4504975.0,4617886.0
2016,GA,4114732.0,1877963.0,2089104.0
2016,HI,437664.0,266891.0,128847.0
2016,IA,1565580.0,653669.0,800983.0
2016,ID,690255.0,189765.0,409055.0
2016,IL,5536424.0,3090729.0,2146015.0
2016,IN,2734958.0,1033126.0,1557286.0
2016,KS,1184402.0,427005.0,671018.0
2016,KY,1924149.0,628854.0,1202971.0
2016,LA,2029032.0,780154.0,1178638.0
2016,MA,3378821.0,1995196.0,1090893.0
2016,MD,2781446.0,1678006.0,943428.0
2016,ME,771892.0,357735.0,335593.0
2016,MI,4799284.0,2268839.0,2279543.0
2016,MN,2944782.0,1367705.0,1322949.0
2016,MO,2808605.0,1071068.0,1594511.0
2016,MS,1209357.0,485131.0,700714.0
2016,MT,494526.0,177709.0,279240.0
2016,NC,4741564.0,2189316.0,2362631.0
2016,ND,344360.0,93758.0,216794.0
2016,NE,844227.0,284494.0,495961.0
2016,NH,744296.0,348526.0,345790.0
2016,NJ,3874046.0,2148278.0,1601933.0
2016,NM,798319.0,385234.0,319667.0
2016,NV,1125385.0,539260.0,512058.0
2016,NY,7802084.0,4379789.0,2527142.0
2016,OH,5496487.0,2394164.0,2841005.0
2016,OK,1452992.0,420375.0,949136.0
2016,OR,2001336.0,1002106.0,782403.0
2016,PA,6115402.0,2926441.0,2970733.0
2016,RI,464144.0,252525.0,180543.0
2016,SC,2103027.0,855373.0,1155389.0
2016,SD,370093.0,117458.0,227721.0
2016,TN,2508027.0,870695.0,1522925.0
2016,TX,8969226.0,3877868.0,4685047.0
2016,UT,1131317.0,310674.0,515211.0
2016,VA,3982752.0,1981473.0,1769443.0
2016,VT,320467.0,178573.0,95369.0
2016,WA,3317019.0,1742718.0,1221747.0
2016,WI,2976150.0,1382536.0,1405284.0
2016,WV,713051.0,188794.0,489371.0
2016,WY,258788.0,55973.0,174419.0
2017,AK,318608.0,116454.0,163387.0
2017,AL,2123372.0,729547.0,1318255.0
2017,AR,1130635.0,380494.0,684872.0
2017,AZ,2573165.0,1161209.0,1252401.0
2017,CA,14181595.0,8753788.0,4483810.0
2017,CO,2780220.0,1338870.0,1202484.0
2017,CT,1644920.0,897572.0,673215.0
2017,DE,441590.0,235603.0,185127.0
2017,FL,9420039.0,4504975.0,4617886.0
2017,GA,4114732.0,1877963.0,2089104.0
2017,HI,437664.0,266891.0,128847.0
2017,IA,1565580.0,653669.0,800983.0
2017,ID,690255.0,189765.0,409055.0
2017,IL,5536424.0,3090729.0,2146015.0
2017,IN,2734958.0,1033126.0,1557286.0
2017,KS,1184402.0,427005.0,671018.0
2017,KY,1924149.0,628854.0,1202971.0
2017,LA,2029032.0,780154.0,1178638.0
2017,MA,3378821.0,1995196.0,1090893.0
2017,MD,2781446.0,1678006.0,943428.0
2017,ME,771892.0,357735.0,335593.0
2017,MI,4799284.0,2268839.0,2279543.0
2017,MN,2944782.0,1367705.0,1322949.0
2017,MO,2808605.0,1071068.0,1594511.0
2017,MS,1209357.0,485131.0,700714.0
2017,MT,494526.0,177709.0,279240.0
2017,NC,4741564.0,2189316.0,2362631.0
2017,ND,344360.0,93758.0,216794.0
2017,NE,844227.0,284494.0,495961.0
2017,NH,744296.0,348526.0,345790.0
2017,NJ,3874046.0,2148278.0,1601933.0
2017,NM,798319.0,385234.0,319667.0
2017,NV,1125385.0,539260.0,512058.0
2017,NY,7802084.0,4379789.0,2527142.0
2017,OH,5496487.0,2394164.0,2841005.0
2017,OK,1452992.0,420375.0,949136.0
2017,OR,2001336.0,1002106.0,782403.0
2017,PA,6115402.0,2926441.0,2970733.0
2017,RI,464144.0,252525.0,180543.0
2017,SC,2103027.0,855373.0,1155389.0
2017,SD,370093.0,117458.0,227721.0
2017,TN,2508027.0,870695.0,1522925.0
2017,TX,8969226.0,3877868.0,4685047.0
2017,UT,1131317.0,310674.0,515211.0
2017,VA,3982752.0,1981473.0,1769443.0
2017,VT,320467.0,178573.0,95369.0
2017,WA,3317019.0,1742718.0,1221747.0
2017,WI,2976150.0,1382536.0,1405284.0
2017,WV,713051.0,188794.0,489371.0
2017,WY,258788.0,55973.0,174419.0
2018,AK,318608.0,116454.0,163387.0
2018,AL,2123372.0,729547.0,1318255.0
2018,AR,1130635.0,380494.0,684872.0
2018,AZ,2573165.0,1161209.0,1252401.0
2018,CA,14181595.0,8753788.0,4483810.0
2018,CO,2780220.0,1338870.0,1202484.0
2018,CT,1644920.0,897572.0,673215.0
2018,DE,441590.0,235603.0,185127.0
2018,FL,9420039.0,4504975.0,4617886.0
2018,GA,4114732.0,1877963.0,2089104.0
2018,HI,437664.0,266891.0,128847.0
2018,IA,1565580.0,653669.0,800983.0
2018,ID,690255.0,189765.0,409055.0
2018,IL,5536424.0,3090729.0,2146015.0
2018,IN,2734958.0,1033126.0,1557286.0
2018,KS,1184402.0,427005.0,671018.0
2018,KY,1924149.0,628854.0,1202971.0
2018,LA,2029032.0,780154.0,1178638.0
2018,MA,3378821.0,1995196.0,1090893.0
2018,MD,2781446.0,1678006.0,943428.0
2018,ME,771892.0,357735.0,335593.0
2018,MI,4799284.0,2268839.0,2279543.0
2018,MN,2944782.0,1367705.0,1322949.0
2018,MO,2808605.0,1071068.0,1594511.0
2018,MS,1209357.0,485131.0,700714.0
2018,MT,494526.0,177709.0,279240.0
2018,NC,4741564.0,2189316.0,2362631.0
2018,ND,344360.0,93758.0,216794.0
2018,NE,844227.0,284494.0,495961.0
2018,NH,744296.0,348526.0,345790.0
2018,NJ,3874046.0,2148278.0,1601933.0
2018,NM,798319.0,385234.0,319667.0
2018,NV,1125385.0,539260.0,512058.0
2018,NY,7802084.0,4379789.0,2527142.0
2018,OH,5496487.0,2394164.0,2841005.0
2018,OK,1452992.0,420375.0,949136.0
2018,OR,2001336.0,1002106.0,782403.0
2018,PA,6115402.0,2926441.0,2970733.0
2018,RI,464144.0,252525.0,180543.0
2018,SC,2103027.0,855373.0,1155389.0
2018,SD,370093.0,117458.0,227721.0
2018,TN,2508027.0,870695.0,1522925.0
2018,TX,8969226.0,3877868.0,4685047.0
2018,UT,1131317.0,310674.0,515211.0
2018,VA,3982752.0,1981473.0,1769443.0
2018,VT,320467.0,178573.0,95369.0
2018,WA,3317019.0,1742718.0,1221747.0
2018,WI,2976150.0,1382536.0,1405284.0
2018,WV,713051.0,188794.0,489371.0
2018,WY,258788.0,55973.0,174419.0
2019,AK,318608.0,116454.0,163387.0
2019,AL,2123372.0,729547.0,1318255.0
2019,AR,1130635.0,380494.0,684872.0
2019,AZ,2573165.0,1161209.0,1252401.0
2019,CA,14181595.0,8753788.0,4483810.0
2019,CO,2780220.0,1338870.0,1202484.0
2019,CT,1644920.0,897572.0,673215.0
2019,DE,441590.0,235603.0,185127.0
2019,FL,9420039.0,4504975.0,4617886.0
2019,GA,4114732.0,1877963.0,2089104.0
2019,HI,437664.0,266891.0,128847.0
2019,IA,1565580.0,653669.0,800983.0
2019,ID,690255.0,189765.0,409055.0
2019,IL,5536424.0,3090729.0,2146015.0
2019,IN,2734958.0,1033126.0,1557286.0
2019,KS,1184402.0,427005.0,671018.0
2019,KY,1924149.0,628854.0,1202971.0
2019,LA,2029032.0,780154.0,1178638.0
2019,MA,3378821.0,1995196.0,1090893.0
2019,MD,2781446.0,1678006.0,943428.0
2019,ME,771892.0,357735.0,335593.0
2019,MI,4799284.0,2268839.0,2279543.0
2019,MN,2944782.0,1367705.0,1322949.0
2019,MO,2808605.0,1071068.0,1594511.0
2019,MS,1209357.0,485131.0,700714.0
2019,MT,494526.0,177709.0,279240.0
2019,NC,4741564.0,2189316.0,2362631.0
2019,ND,344360.0,93758.0,216794.0
2019,NE,844227.0,284494.0,495961.0
2019,NH,744296.0,348526.0,345790.0
2019,NJ,3874046.0,2148278.0,1601933.0
2019,NM,798319.0,385234.0,319667.0
2019,NV,1125385.0,539260.0,512058.0
2019,NY,7802084.0,4379789.0,2527142.0
2019,OH,5496487.0,2394164.0,2841005.0
2019,OK,1452992.0,420375.0,949136.0
2019,OR,2001336.0,1002106.0,782403.0
2019,PA,6115402.0,2926441.0,2970733.0
2019,RI,464144.0,252525.0,180543.0
2019,SC,2103027.0,855373.0,1155389.0
2019,SD,370093.0,117458.0,227721.0
2019,TN,2508027.0,870695.0,1522925.0
2019,TX,8969226.0,3877868.0,4685047.0
2019,UT,1131317.0,310674.0,515211.0
2019,VA,3982752.0,1981473.0,1769443.0
2019,VT,320467.0,178573.0,95369.0
2019,WA,3317019.0,1742718.0,1221747.0
2019,WI,2976150.0,1382536.0,1405284.0
2019,WV,713051.0,188794.0,489371.0
2019,WY,258788.0,55973.0,174419.0
