State,Year,Fossil,Renewable,Total,fossil_share
AK,2000,3497341.0,10891.0,3508232.0,0.9968955872929727
AK,2001,3438696.1,15393.0,3454089.1,0.9955435428692329
AK,2002,3425115.5,16466.0,3441581.5,0.9952155716783113
AK,2003,3445911.9,17590.0,3463501.9,0.9949213251478222
AK,2004,3744150.3,17134.0,3761284.3,0.9954446410764536
AK,2005,3835047.2,12529.0,3847576.2,0.996743664232043
AK,2006,3654700.2,10750.0,3665450.2,0.9970672088247168
AK,2007,3508127.0,11435.0,3519562.0,0.9967510161775812
AK,2008,3126158.0,10861.1,3137019.1,0.9965377641468616
AK,2009,3014520.4,14650.8,3029171.1999999997,0.9951634295215801
AK,2010,3012938.3,15768.4,3028706.6999999997,0.9947936853707228
AK,2011,3008995.1,15287.2,3024282.3000000003,0.994945180878121
AK,2012,2918951.4,16156.1,2935107.5,0.994495567879541
AK,2013,2753579.0,18164.7,2771743.7,0.9934464719807967
AK,2014,2740477.4,19218.9,2759696.3,0.9930358641275129
AK,2015,2830938.5,27294.1,2858232.6,0.9904507071957684
AK,2016,2695664.9,29555.8,2725220.6999999997,0.9891547132311156
AK,2017,2721017.5,27128.7,2748146.2,0.9901283636219935
AK,2018,2759382.1,28252.2,2787634.3000000003,0.989865169904101
AK,2019,2765802.1,26648.7,2792450.8000000003,0.9904568775213515
AL,2000,7080909.5,447791.0,7528700.5,0.9405221392456773
AL,2001,6619959.0,387540.0,7007499.0,0.9446963888257423
AL,2002,6851397.7,386199.0,7237596.7,0.9466398839272158
AL,2003,6947793.1,396949.0,7344742.1,0.9459546714376805
AL,2004,7245461.7,441165.0,7686626.7,0.9426061629869446
AL,2005,7185751.3,425685.0,7611436.3,0.944072973454432
AL,2006,7295901.0,438079.0,7733980.0,0.9433565900092837
AL,2007,7321570.0,402944.0,7724514.0,0.947835682607346
AL,2008,6991224.1,388473.0,7379697.1,0.9473592215593781
AL,2009,6236210.9,370607.0,6606817.9,0.9439053708442607
AL,2010,6866102.5,374826.0,7240928.5,0.9482350916736714
AL,2011,6881475.0,400480.0,7281955.0,0.9450037798915264
AL,2012,6770419.5,394229.0,7164648.5,0.9449758072569785
AL,2013,6574897.6,463736.0,7038633.6,0.9341156215319973
AL,2014,6699171.7,422146.0,7121317.7,0.9407208022751182
AL,2015,6685511.5,398350.0,7083861.5,0.9437665459721368
AL,2016,6621455.3,376819.0,6998274.3,0.9461554400632739
AL,2017,6372028.4,403348.0,6775376.4,0.9404685472529615
AL,2018,6592743.3,416843.0,7009586.3,0.9405324391255444
AL,2019,6356202.5,414048.0,6770250.5,0.9388430309927233
AR,2000,3655354.1,186069.0,3841423.1,0.9515624821436618
AR,2001,3534784.3,153582.0,3688366.3,0.9583604264034188
AR,2002,3555416.3,171506.0,3726922.3,0.9539818686319272
AR,2003,3583053.5,180819.0,3763872.5,0.9519593184944495
AR,2004,3525509.6,178253.0,3703762.6,0.9518724553242154
AR,2005,3460479.8,184733.0,3645212.8,0.9493217515312138
AR,2006,3549640.5,180297.0,3729937.5,0.9516621927311114
AR,2007,3580464.0,200104.0,3780568.0,0.9470703873068809
AR,2008,3660240.9,187612.0,3847852.9,0.9512424188565005
AR,2009,3494817.1,196256.0,3691073.1,0.9468295547980342
AR,2010,3766862.2,205166.0,3972028.2,0.9483472952180954
AR,2011,3823978.7,206160.0,4030138.7,0.9488454330368332
AR,2012,3717629.6,197447.0,3915076.6,0.9495675257030731
AR,2013,3805427.9,201771.0,4007198.9,0.9496478699871873
AR,2014,3811303.7,201596.0,4012899.7,0.9497630105232882
AR,2015,3464018.9,185769.0,3649787.9,0.9491014258664181
AR,2016,3604541.2,179296.0,3783837.2,0.9526152975080429
AR,2017,3676745.3,175513.0,3852258.3,0.9544389326125925
AR,2018,3997716.6,180751.0,4178467.6,0.9567422755653293
AR,2019,3825930.1,185415.0,4011345.1,0.953777350146214
AZ,2000,4601548.0,91734.0,4693282.0,0.98045418962679
AZ,2001,4748657.2,78843.0,4827500.2,0.9836679447470557
AZ,2002,4751356.0,76465.0,4827821.0,0.9841615917408703
AZ,2003,4878083.7,74128.0,4952211.7,0.9850313345853127
AZ,2004,5257703.0,73444.0,5331147.0,0.9862236025380654
AZ,2005,5336441.0,74712.0,5411153.0,0.9861929610935045
AZ,2006,5507904.7,75698.0,5583602.7,0.9864428033176501
AZ,2007,5571021.5,75991.0,5647012.5,0.9865431500284443
AZ,2008,5581789.5,86608.0,5668397.5,0.9847209021597374
AZ,2009,5087208.8,66884.0,5154092.8,0.9870231284931462
AZ,2010,5461152.2,72078.5,5533230.7,0.9869735234426427
AZ,2011,5383214.6,91141.2,5474355.8,0.9833512465521513
AZ,2012,5316844.6,85041.1,5401885.699999999,0.9842571456112077
AZ,2013,5453489.7,91323.6,5544813.3,0.9835299053261181
AZ,2014,5352076.5,105219.5,5457296.0,0.9807194808564534
AZ,2015,5380707.6,115069.7,5495777.3,0.9790621610522682
AZ,2016,5324736.0,123525.1,5448261.1,0.9773276100882904
AZ,2017,5280046.4,132931.3,5412977.7,0.9754421120190464
AZ,2018,5496202.8,142362.6,5638565.399999999,0.9747519821265176
AZ,2019,5638382.9,144494.7,5782877.600000001,0.9750133566721176
CA,2000,27152255.5,748031.0,27900286.5,0.9731891283625349
CA,2001,27316174.1,653787.0,27969961.1,0.9766253875841108
CA,2002,27287771.0,710007.0,27997778.0,0.9746405946929074
CA,2003,26470949.0,729609.0,27200558.0,0.9731766899781983
CA,2004,27963946.4,719015.0,28682961.4,0.9749323303834311
CA,2005,27757499.9,734604.0,28492103.9,0.9742172777911287
CA,2006,28186049.3,783678.0,28969727.3,0.9729483818786241
CA,2007,28586356.1,649762.0,29236118.1,0.9777753668329859
CA,2008,27317863.1,642040.4,27959903.5,0.9770371024349208
CA,2009,26309843.5,694289.4,27004132.9,0.9742895132915007
CA,2010,25318299.4,752196.9,26070496.299999997,0.9711475803396962
CA,2011,24693464.1,830286.5,25523750.6,0.967470043372074
CA,2012,24994658.3,748050.0,25742708.3,0.9709412859252264
CA,2013,25246473.0,795312.8,26041785.8,0.9694601281913623
CA,2014,25020151.5,807234.2,25827385.7,0.9687450286538293
CA,2015,25476225.6,776239.7,26252465.3,0.9704317407477918
CA,2016,25698434.6,918033.3,26616467.900000002,0.9655088232049002
CA,2017,26009726.7,1072159.2,27081885.9,0.9604104675738259
CA,2018,26178160.4,1020437.1,27198597.5,0.9624819956249582
CA,2019,26176628.1,1140436.8,27317064.900000002,0.9582518545028605
CO,2000,4771262.2,34903.0,4806165.2,0.9927378692684138
CO,2001,5276816.1,26557.0,5303373.1,0.9949924322691911
CO,2002,5143423.3,24293.0,5167716.3,0.9952990840460805
CO,2003,5156171.3,25090.0,5181261.3,0.9951575497649578
CO,2004,5373217.3,26560.0,5399777.3,0.9950812786297687
CO,2005,5505134.0,34788.0,5539922.0,0.9937204892054436
CO,2006,5551254.7,36419.0,5587673.7,0.9934822607841256
CO,2007,5772699.3,40614.0,5813313.3,0.9930136227132297
CO,2008,5681750.1,59751.5,5741501.6,0.9895930534966672
CO,2009,5502792.8,63052.9,5565845.7,0.988671461014451
CO,2010,5637849.8,65271.5,5703121.3,0.9885551268215179
CO,2011,5405595.7,81444.4,5487040.100000001,0.9851569519238614
CO,2012,5307869.9,80620.8,5388490.7,0.9850383336469338
CO,2013,5409392.6,94333.0,5503725.6,0.9828601556734587
CO,2014,5526023.1,101975.6,5627998.699999999,0.9818806639027832
CO,2015,5451719.5,103800.9,5555520.4,0.9813157197658746
CO,2016,5290192.5,122609.1,5412801.6,0.9773483107158408
CO,2017,5340267.7,125931.0,5466198.7,0.9769618693151422
CO,2018,5567977.8,131099.1,5699076.899999999,0.9769964325275204
CO,2019,5743219.2,144634.4,5887853.600000001,0.975435122911344
CT,2000,2828627.8,94268.0,2922895.8,0.9677484226430515
CT,2001,2780933.5,55960.0,2836893.5,0.9802741978153215
CT,2002,2696736.1,52458.0,2749194.1,0.9809187717957055
CT,2003,2933694.2,55282.0,2988976.2,0.9815047038514392
CT,2004,3106510.3,54715.0,3161225.3,0.9826918378769144
CT,2005,3004558.5,45698.0,3050256.5,0.9850183091159711
CT,2006,2807919.2,44820.0,2852739.2,0.984288784617956
CT,2007,2766079.4,43761.0,2809840.4,0.9844258058215691
CT,2008,2579916.6,46144.0,2626060.6,0.9824284329158284
CT,2009,2566390.0,53135.0,2619525.0,0.9797157881677021
CT,2010,2586035.2,56351.0,2642386.2,0.9786741998576892
CT,2011,2552166.9,54723.0,2606889.9,0.9790083194537675
CT,2012,2461206.5,50341.0,2511547.5,0.9799561823935243
CT,2013,2515402.2,54229.0,2569631.2,0.9788961933525714
CT,2014,2540928.4,58619.0,2599547.4,0.9774503053877763
CT,2015,2621082.5,60559.0,2681641.5,0.97741719017997
CT,2016,2447588.1,60930.9,2508519.0,0.9757104092095775
CT,2017,2447798.7,56357.0,2504155.7,0.9774946102592582
CT,2018,2695299.7,60117.4,2755417.1,0.9781821053516726
CT,2019,2644409.8,60005.4,2704415.1999999997,0.9778120608107809
DE,2000,974787.2,4683.0,979470.2,0.9952188438198528
DE,2001,944181.1,2759.0,946940.1,0.9970864049373345
DE,2002,946003.0,2746.0,948749.0,0.9971056622984583
DE,2003,959902.7,2949.0,962851.7,0.9969372230427593
DE,2004,944590.3,3024.0,947614.3,0.9968088282331746
DE,2005,985140.9,2077.0,987217.9,0.9978961078400219
DE,2006,924551.0,1926.0,926477.0,0.9979211572440546
DE,2007,950208.7,3292.0,953500.7,0.9965474592729717
DE,2008,911845.7,6197.0,918042.7,0.9932497693190088
DE,2009,708318.3,7508.0,715826.3,0.9895114219748562
DE,2010,826963.4,8044.2,835007.6,0.9903663152287476
DE,2011,930199.8,8407.5,938607.3,0.9910425797881606
DE,2012,963892.4,7021.7,970914.1,0.9927679492964414
DE,2013,922454.1,7042.5,929496.6,0.9924233181702871
DE,2014,930925.3,7704.8,938630.1000000001,0.9917914415913148
DE,2015,955131.0,6270.3,961401.3,0.993477957643702
DE,2016,980269.0,5533.3,985802.3,0.9943870084295806
DE,2017,951145.6,5678.3,956823.9,0.9940654701455512
DE,2018,979475.8,5819.7,985295.5,0.9940934470927758
DE,2019,959853.4,6175.1,966028.5,0.9936077455271765
FL,2000,12980492.7,418794.0,13399286.7,0.96874505267508
FL,2001,12909199.5,343243.0,13252442.5,0.974099642386677
FL,2002,13157286.9,374479.0,13531765.9,0.9723259327151085
FL,2003,13393324.6,401627.0,13794951.6,0.9708859435215416
FL,2004,14208972.8,383222.0,14592194.8,0.9737378780058501
FL,2005,14492824.8,390187.0,14883011.8,0.9737830618396741
FL,2006,14605715.0,396493.0,15002208.0,0.9735710236786478
FL,2007,14362699.4,408006.0,14770705.4,0.972377351727562
FL,2008,13774978.5,419221.0,14194199.5,0.9704653298694301
FL,2009,13062392.8,456893.0,13519285.8,0.966204353783245
FL,2010,14398868.4,491190.0,14890058.4,0.9670122180313275
FL,2011,13874186.0,486416.0,14360602.0,0.9661284394623568
FL,2012,13752715.5,477470.0,14230185.5,0.9664466777330485
FL,2013,13773417.3,496507.0,14269924.3,0.9652060522843838
FL,2014,14050701.4,491462.0,14542163.4,0.9662043406829001
FL,2015,14632374.4,477415.0,15109789.4,0.9684035966775288
FL,2016,14867954.9,458038.0,15325992.9,0.9701136492109428
FL,2017,14950712.5,476144.0,15426856.5,0.9691353841270255
FL,2018,15442965.1,474787.0,15917752.1,0.970172484342183
FL,2019,15227555.3,462607.0,15690162.3,0.970516111232323
GA,2000,9232309.4,411076.0,9643385.4,0.9573722315401809
GA,2001,8857012.0,348609.0,9205621.0,0.9621308546158918
GA,2002,8939073.5,531120.0,9470193.5,0.9439166686509626
GA,2003,9151676.1,388199.0,9539875.1,0.9593077481695751
GA,2004,9470910.4,405162.0,9876072.4,0.9589753918774431
GA,2005,9987093.7,379285.0,10366378.7,0.9634120061618046
GA,2006,9734208.7,381420.0,10115628.7,0.962293989695371
GA,2007,9733655.8,372556.0,10106211.8,0.9631359398187163
GA,2008,9095668.4,312815.0,9408483.4,0.9667518146442178
GA,2009,9083070.2,320749.0,9403819.2,0.9658916241179967
GA,2010,9863045.9,372271.0,10235316.9,0.963628776359626
GA,2011,9227371.4,380925.0,9608296.4,0.9603545744071759
GA,2012,8581716.5,368705.0,8950421.5,0.958805850651838
GA,2013,8760070.0,434812.0,9194882.0,0.9527115192995408
GA,2014,8945968.3,469391.0,9415359.3,0.9501462466758969
GA,2015,9046037.0,474132.0,9520169.0,0.9501971025934519
GA,2016,8953578.5,450407.0,9403985.5,0.9521046688130261
GA,2017,9035870.4,432741.0,9468611.4,0.9542973112192565
GA,2018,8996139.3,443621.0,9439760.3,0.9530050567067895
GA,2019,8869671.9,464403.0,9334074.9,0.950246488808441
HI,2000,1162781.3,37059.0,1199840.3,0.9691133895069202
HI,2001,1187956.0,21890.0,1209846.0,0.981906788136672
HI,2002,1296523.0,20045.0,1316568.0,0.9847748084413415
HI,2003,1415129.6,24401.0,1439530.6,0.9830493356653898
HI,2004,1482946.4,24759.0,1507705.4,0.9835783568859009
HI,2005,1552519.4,22980.0,1575499.4,0.9854141486819988
HI,2006,1530073.8,24069.0,1554142.8,0.9845130061407484
HI,2007,1569962.2,24297.0,1594259.2,0.9847596927776864
HI,2008,1226567.2,26555.9,1253123.0999999999,0.9788082272204544
HI,2009,1211092.7,26780.7,1237873.4,0.9783655582226745
HI,2010,1385630.1,25502.3,1411132.4000000001,0.9819277765856698
HI,2011,1400119.7,26352.2,1426471.9,0.9815263097716822
HI,2012,1385259.6,27412.2,1412671.8,0.9805954928809367
HI,2013,1397028.3,33052.9,1430081.2,0.976887396324069
HI,2014,1344986.3,34292.5,1379278.8,0.9751373688916265
HI,2015,1371601.8,34601.2,1406203.0,0.9753938798310059
HI,2016,1363370.7,38203.3,1401574.0,0.9727425737064186
HI,2017,1418567.4,35134.1,1453701.5,0.9758312831072954
HI,2018,1422205.1,34922.6,1457127.7000000002,0.9760332605028371
HI,2019,1435955.6,34276.4,1470232.0,0.9766864005136605
IA,2000,4317295.4,73623.0,4390918.4,0.9832328926905132
IA,2001,4231355.6,65452.0,4296807.6,0.984767295608023
IA,2002,4287312.4,75431.0,4362743.4,0.9827101910233822
IA,2003,4217190.0,74594.0,4291784.0,0.982619348970032
IA,2004,4382634.6,76431.0,4459065.6,0.9828594134161202
IA,2005,4427017.4,81794.0,4508811.4,0.9818590770951298
IA,2006,4484135.9,65914.0,4550049.9,0.9855135654666117
IA,2007,4758609.7,74740.0,4833349.7,0.9845366040863959
IA,2008,4996301.3,86679.2,5082980.5,0.9829471704642581
IA,2009,4778622.0,117312.2,4895934.2,0.9760388528097457
IA,2010,4985844.8,132883.1,5118727.899999999,0.9740398195418827
IA,2011,4897653.5,127403.5,5025057.0,0.9746463572453009
IA,2012,4610716.5,145250.2,4755966.7,0.9694593740532287
IA,2013,4812390.5,159717.5,4972108.0,0.967877306768075
IA,2014,4885469.6,172998.1,5058467.699999999,0.965800295611258
IA,2015,4648100.1,181814.5,4829914.6,0.9623565807975155
IA,2016,4581189.0,195499.2,4776688.2,0.9590722291649683
IA,2017,4758986.0,200832.8,4959818.8,0.9595080368661856
IA,2018,5082469.2,204224.6,5286693.8,0.9613700721611682
IA,2019,4960024.1,241002.1,5201026.199999999,0.953662586817963
ID,2000,1206897.1,133866.0,1340763.1,0.9001568584338278
ID,2001,1166289.7,110094.0,1276383.7,0.9137453729626914
ID,2002,1150813.2,108453.0,1259266.2,0.9138760335185682
ID,2003,1052188.5,105889.0,1158077.5,0.9085648412994812
ID,2004,1169100.6,113357.0,1282457.6,0.9116095534074576
ID,2005,1191474.4,131164.0,1322638.4,0.9008315500290933
ID,2006,1202305.2,146020.0,1348325.2,0.8917026841892446
ID,2007,1217864.9,133321.0,1351185.9,0.9013303794836817
ID,2008,1174582.4,134276.9,1308859.2999999998,0.8974092173238178
ID,2009,1123433.3,129893.8,1253327.1,0.8963608143476671
ID,2010,1225442.7,130321.9,1355764.5999999999,0.9038757170676975
ID,2011,1215602.4,156160.9,1371763.2999999998,0.8861604622313486
ID,2012,1193534.8,142196.5,1335731.3,0.8935440833047784
ID,2013,1288000.8,132719.5,1420720.3,0.906582949508077
ID,2014,1271686.9,151566.3,1423253.2,0.8935071426503731
ID,2015,1382428.0,160327.2,1542755.2,0.8960773556297201
ID,2016,1399969.4,150403.2,1550372.5999999999,0.9029889976125739
ID,2017,1422896.4,169827.3,1592723.7,0.8933730313675875
ID,2018,1462409.5,178321.1,1640730.6,0.8913160393302837
ID,2019,1524227.5,173813.1,1698040.6,0.897639019938628
IL,2000,13820247.9,92751.0,13912998.9,0.993333500515119
IL,2001,13123129.4,87062.0,13210191.4,0.9934094823183258
IL,2002,13176624.4,91659.0,13268283.4,0.9930918720050854
IL,2003,13422508.9,93017.0,13515525.9,0.9931177668787569
IL,2004,13716969.6,94734.0,13811703.6,0.9931410343905729
IL,2005,14490938.7,69362.0,14560300.7,0.9952362247573637
IL,2006,13774745.2,58732.0,13833477.2,0.995754357407695
IL,2007,14147700.2,66864.0,14214564.2,0.9952960921587733
IL,2008,14172375.4,83757.4,14256132.8,0.9941248162334739
IL,2009,13235557.0,106087.4,13341644.4,0.9920484014699117
IL,2010,13551110.8,123638.1,13674748.9,0.9909586566521891
IL,2011,13573466.8,114397.2,13687864.0,0.9916424359564064
IL,2012,12861304.3,120138.4,12981442.700000001,0.9907453737788328
IL,2013,13759115.6,141564.2,13900679.799999999,0.989816023242259
IL,2014,14104976.1,146164.6,14251140.7,0.9897436560990518
IL,2015,13437716.4,127314.4,13565030.8,0.9906145144911871
IL,2016,13046196.0,125408.7,13171604.7,0.9904788594209786
IL,2017,12997233.0,133504.9,13130737.9,0.9898326429925922
IL,2018,13448251.3,136115.0,13584366.3,0.98998002578891
IL,2019,13167431.4,155289.9,13322721.3,0.988343980444896
IN,2000,12229477.2,63121.0,12292598.2,0.9948651213540844
IN,2001,11583510.2,72852.0,11656362.2,0.9937500226271281
IN,2002,11959428.5,74151.0,12033579.5,0.993837993092579
IN,2003,12332275.3,75496.0,12407771.3,0.9939154262135699
IN,2004,12177216.9,77692.0,12254908.9,0.9936603363897711
IN,2005,12045232.1,86718.0,12131950.1,0.9928520972073567
IN,2006,11902395.7,67035.0,11969430.7,0.994399483009664
IN,2007,11866916.2,66123.0,11933039.2,0.9944588299014386
IN,2008,11606186.4,81590.9,11687777.3,0.9930191260574411
IN,2009,10581131.4,89253.1,10670384.5,0.9916354373171838
IN,2010,10965470.4,106049.5,11071519.9,0.9904214144979318
IN,2011,10749874.7,107490.0,10857364.7,0.9900998075527481
IN,2012,10223935.2,101780.8,10325716.0,0.990142978946932
IN,2013,10567674.7,111461.8,10679136.5,0.9895626579920577
IN,2014,10858192.0,112961.6,10971153.6,0.9897037627838882
IN,2015,10247286.9,119855.6,10367142.5,0.9884388972178206
IN,2016,10037793.1,122748.4,10160541.5,0.9879191084451552
IN,2017,9678957.4,122834.8,9801792.200000001,0.9874681285326574
IN,2018,10385030.7,132449.2,10517479.899999999,0.987406755110604
IN,2019,10095232.5,136738.7,10231971.2,0.9866361332213289
KS,2000,4210089.5,16218.0,4226307.5,0.9961626076663849
KS,2001,3977165.0,17293.0,3994458.0,0.9956707518266559
KS,2002,4184911.6,20478.0,4205389.6,0.9951305343980497
KS,2003,4352137.8,20478.0,4372615.8,0.9953167621083929
KS,2004,4209566.9,20789.0,4230355.9,0.9950857562598929
KS,2005,3904199.7,19845.0,3924044.7,0.9949427181601678
KS,2006,3955320.7,18030.0,3973350.7,0.9954622681556904
KS,2007,4352027.1,20170.0,4372197.1,0.9953867587533965
KS,2008,4113260.2,26294.8,4139555.0,0.9936479162615306
KS,2009,4048752.7,34592.6,4083345.3000000003,0.9915283676842123
KS,2010,4007398.3,41005.7,4048404.0,0.989871144283031
KS,2011,3895957.5,47433.9,3943391.4,0.9879712929332858
KS,2012,3714583.1,56445.0,3771028.1,0.9850319333340423
KS,2013,3940172.6,87527.6,4027700.2,0.9782685910932497
KS,2014,4056446.5,97075.7,4153522.2,0.9766281013256652
KS,2015,3789511.9,96151.8,3885663.6999999997,0.9752547293271933
KS,2016,3690313.3,116805.9,3807119.1999999997,0.9693190851497374
KS,2017,3561712.5,147934.7,3709647.2,0.9601216255820769
KS,2018,3816294.3,154028.1,3970322.4,0.9612051404188234
KS,2019,3746885.8,169407.0,3916292.8,0.9567430198273225
KY,2000,7149376.7,41142.0,7190518.7,0.9942782987269054
KY,2001,7352141.7,53642.0,7405783.7,0.9927567422742849
KY,2002,7530174.3,71975.0,7602149.3,0.9905322827585088
KY,2003,7242638.9,79129.0,7321767.9,0.9891926374776234
KY,2004,7683138.1,81912.0,7765050.1,0.9894511949124449
KY,2005,7758130.7,89196.0,7847326.7,0.9886335814207914
KY,2006,7817207.6,82778.0,7899985.6,0.9895217530523094
KY,2007,7845937.3,81248.0,7927185.3,0.9897507126520683
KY,2008,7656098.6,83503.0,7739601.6,0.9892109433643199
KY,2009,7285021.5,90370.0,7375391.5,0.9877470911205188
KY,2010,7552652.6,98886.0,7651538.6,0.9870763247538215
KY,2011,7467794.3,102300.0,7570094.3,0.9864862977994872
KY,2012,7055813.8,90412.0,7146225.8,0.9873482866998129
